,,,,,,,,,,
Key: Market,Key: Index (Market Area + Budget),Make and Model,Average Annual Earnings Rounded,Average Annual ROI,Vehicle Value,Annual Loan Cost,Average Annual Earnings Rounded,Vehicle Value Rounded,Loan Cost Rounded,Concat
Honolulu,Honolulu$10K to $25K,Mazda Cx-30,,1.7626,,,13386.7,21869,4845.7,HonoluluMazda Cx-30
New York / New Jersey / Long Island,New York / New Jersey / Long Island$10K to $25K,Mitsubishi Mirage,,1.7625,,,7243.73,11834,2622.16,New York / New Jersey / Long IslandMitsubishi Mirage
Anchorage,Anchorage$25K to $40K,Ford Explorer,,1.7617,,,16920.45,27651,6126.87,AnchorageFord Explorer
Honolulu,Honolulu$25K to $40K,Honda Pilot,,1.761,,,17643.78,28840,6390.33,HonoluluHonda Pilot
San Diego,San Diego$10K to $25K,Mitsubishi Mirage,,1.7596,,,7236.21,11834,2622.16,San DiegoMitsubishi Mirage
Honolulu,Honolulu$25K to $40K,Chrysler Pacifica,,1.7554,,,15550.42,25470,5643.61,HonoluluChrysler Pacifica
New York / New Jersey / Long Island,New York / New Jersey / Long Island$10K to $25K,Volkswagen Jetta,,1.7526,,,10192.35,16711,3702.8,New York / New Jersey / Long IslandVolkswagen Jetta
Anchorage,Anchorage$10K to $25K,Kia Sportage,,1.7516,,,13215.6,21676,4802.94,AnchorageKia Sportage
Anchorage,Anchorage$25K to $40K,Mercedes-Benz Glc-Class,,1.7509,,,19428.8,31874,7062.59,AnchorageMercedes-Benz Glc-Class
Denver / Boulder,Denver / Boulder$10K to $25K,Ford Ecosport,,1.7484,,,9213.28,15129,3352.26,Denver / BoulderFord Ecosport
Honolulu,Honolulu$10K to $25K,Honda Hr-V,,1.7429,,,12968.44,21338,4728.04,HonoluluHonda Hr-V
Honolulu,Honolulu$10K to $25K,Ford Edge,,1.7412,,,12245.46,20161,4467.24,HonoluluFord Edge
Honolulu,Honolulu$10K to $25K,Kia Sportage,,1.7399,,,13159.44,21676,4802.94,HonoluluKia Sportage
San Diego,San Diego$10K to $25K,GMC Terrain,,1.7395,,,12530.66,20643,4574.05,San DiegoGMC Terrain
Los Angeles / Riverside / Orange County,Los Angeles / Riverside / Orange County$10K to $25K,Ford Ecosport,,1.7386,,,9180.45,15129,3352.26,Los Angeles / Riverside / Orange CountyFord Ecosport
Anchorage,Anchorage$25K to $40K,Ford Ranger,,1.7375,,,18124.33,29880,6620.77,AnchorageFord Ranger
Honolulu,Honolulu$25K to $40K,Honda Odyssey,,1.7372,,,18160.45,29943,6634.73,HonoluluHonda Odyssey
Honolulu,Honolulu$10K to $25K,Chevrolet Impala,,1.7357,,,11456.75,18900,4187.83,HonoluluChevrolet Impala
Austin,Austin$10K to $25K,Ford Ecosport,,1.7355,,,9170.23,15129,3352.26,AustinFord Ecosport
Honolulu,Honolulu$10K to $25K,Hyundai Elantra Gt,,1.7355,,,8950.73,14767,3272.05,HonoluluHyundai Elantra Gt
Miami / Fort Lauderdale,Miami / Fort Lauderdale$10K to $25K,Mitsubishi Mirage G4,,1.7354,,,7612.8,12560,2783.03,Miami / Fort LauderdaleMitsubishi Mirage G4
Honolulu,Honolulu$10K to $25K,Kia Optima Hybrid,,1.7308,,,11406.96,18852,4177.2,HonoluluKia Optima Hybrid
Orlando,Orlando$10K to $25K,Dodge Grand Caravan,,1.7299,,,9816.2,16228,3595.78,OrlandoDodge Grand Caravan
Anchorage,Anchorage$10K to $25K,Nissan Kicks,,1.7246,,,10645.71,17634,3907.32,AnchorageNissan Kicks
Honolulu,Honolulu$25K to $40K,Jeep Wrangler,,1.7231,,,18057.69,29927,6631.18,HonoluluJeep Wrangler
Dallas / Fort Worth,Dallas / Fort Worth$10K to $25K,Nissan Versa,,1.7227,,,8106.54,13437,2977.35,Dallas / Fort WorthNissan Versa
Tampa,Tampa$10K to $25K,BMW X1,,1.7202,,,12881.56,21372,4735.58,TampaBMW X1
National Average,National Average$10K to $25K,Ford Ecosport,,1.7186,,,9113.54,15129,3352.26,National AverageFord Ecosport
Tampa,Tampa$10K to $25K,Mitsubishi Mirage G4,,1.7178,,,7563.68,12560,2783.03,TampaMitsubishi Mirage G4
Denver / Boulder,Denver / Boulder$10K to $25K,Chevrolet Spark,,1.7176,,,7206.63,11968,2651.85,Denver / BoulderChevrolet Spark
Tampa,Tampa$10K to $25K,Ford Fiesta,,1.7172,,,6916.5,11488,2545.49,TampaFord Fiesta
Tampa,Tampa$10K to $25K,Dodge Grand Caravan,,1.7156,,,9764.62,16228,3595.78,TampaDodge Grand Caravan
Austin,Austin$10K to $25K,Hyundai Accent,,1.7116,,,9364.43,15586,3453.52,AustinHyundai Accent
Honolulu,Honolulu$10K to $25K,Nissan Rogue,,1.7103,,,13085.7,21790,4828.2,HonoluluNissan Rogue
Anchorage,Anchorage$25K to $40K,BMW X3,,1.7088,,,19064.24,31762,7037.78,AnchorageBMW X3
Denver / Boulder,Denver / Boulder$10K to $25K,GMC Terrain,,1.7085,,,12388.69,20643,4574.05,Denver / BoulderGMC Terrain
National Average,National Average$10K to $25K,Chevrolet Spark,,1.7079,,,7181.02,11968,2651.85,National AverageChevrolet Spark
San Francisco / Oakland / San Jose,San Francisco / Oakland / San Jose$10K to $25K,Hyundai Accent,,1.7067,,,9347.8,15586,3453.52,San Francisco / Oakland / San JoseHyundai Accent
Anchorage,Anchorage$25K to $40K,Toyota Highlander,,1.7052,,,18071.37,30148,6680.15,AnchorageToyota Highlander
Anchorage,Anchorage$10K to $25K,Nissan Murano,,1.7048,,,12553.91,20947,4641.41,AnchorageNissan Murano
Las Vegas,Las Vegas$10K to $25K,Chevrolet Spark,,1.704,,,7170.65,11968,2651.85,Las VegasChevrolet Spark
Seattle / Tacoma,Seattle / Tacoma$10K to $25K,Nissan Rogue Sport,,1.7037,,,11325.8,18905,4188.94,Seattle / TacomaNissan Rogue Sport
Honolulu,Honolulu$10K to $25K,Hyundai Ioniq Hybrid,,1.7035,,,11811.22,19717,4368.86,HonoluluHyundai Ioniq Hybrid
Honolulu,Honolulu$10K to $25K,Kia Niro,,1.7021,,,13831.06,23101,5118.69,HonoluluKia Niro
Honolulu,Honolulu$10K to $25K,Honda Civic,,1.6937,,,11373.34,19055,4222.18,HonoluluHonda Civic
Anchorage,Anchorage$10K to $25K,Chevrolet Trailblazer,,1.6886,,,14658.46,24606,5452.16,AnchorageChevrolet Trailblazer
National Average,National Average$10K to $25K,Mitsubishi Mirage,,1.6857,,,7042.24,11834,2622.16,National AverageMitsubishi Mirage
San Francisco / Oakland / San Jose,San Francisco / Oakland / San Jose$10K to $25K,Ford Focus,,1.6799,,,6642.99,11187,2478.8,San Francisco / Oakland / San JoseFord Focus
US: Other,US: Other$10K to $25K,Ford Fiesta,,1.6789,,,6819.15,11488,2545.49,US: OtherFord Fiesta
Dallas / Fort Worth,Dallas / Fort Worth$10K to $25K,Dodge Grand Caravan,,1.678,,,9629.57,16228,3595.78,Dallas / Fort WorthDodge Grand Caravan
US: Other,US: Other$10K to $25K,Dodge Grand Caravan,,1.6702,,,9601.42,16228,3595.78,US: OtherDodge Grand Caravan
Anchorage,Anchorage$25K to $40K,Chevrolet Traverse,,1.6672,,,16751.58,28345,6280.64,AnchorageChevrolet Traverse
Honolulu,Honolulu$25K to $40K,Land Rover Discovery Sport,,1.6629,,,16581.94,28103,6227.02,HonoluluLand Rover Discovery Sport
Honolulu,Honolulu$10K to $25K,Hyundai Tucson,,1.659,,,12937.02,21958,4865.42,HonoluluHyundai Tucson
Phoenix,Phoenix$10K to $25K,Dodge Journey,,1.6558,,,9541.59,16214,3592.67,PhoenixDodge Journey
Honolulu,Honolulu$10K to $25K,Hyundai Sonata,,1.6531,,,11352.82,19312,4279.12,HonoluluHyundai Sonata
Anchorage,Anchorage$10K to $25K,Nissan Altima,,1.6524,,,11081.83,18856,4178.08,AnchorageNissan Altima
Houston,Houston$10K to $25K,Audi A3,,1.6515,,,12902.97,21962,4866.31,HoustonAudi A3
Honolulu,Honolulu$10K to $25K,Mazda Mazda6,,1.6491,,,12094.66,20605,4565.63,HonoluluMazda Mazda6
Honolulu,Honolulu$10K to $25K,Volkswagen Tiguan,,1.6415,,,13580.14,23202,5141.07,HonoluluVolkswagen Tiguan
Anchorage,Anchorage$10K to $25K,Honda Cr-V,,1.6375,,,14248.26,24380,5402.08,AnchorageHonda Cr-V
US: Other,US: Other$10K to $25K,Buick Encore,,1.6375,,,8460.46,14477,3207.79,US: OtherBuick Encore
Phoenix,Phoenix$10K to $25K,Ford Focus,,1.6372,,,6537.09,11187,2478.8,PhoenixFord Focus
Orlando,Orlando$10K to $25K,Ford Fiesta,,1.6371,,,6712.6,11488,2545.49,OrlandoFord Fiesta
Chicago,Chicago$10K to $25K,Dodge Grand Caravan,,1.6363,,,9479.41,16228,3595.78,ChicagoDodge Grand Caravan
Honolulu,Honolulu$25K to $40K,Nissan Armada,,1.636,,,17495.22,29953,6636.94,HonoluluNissan Armada
Anchorage,Anchorage$10K to $25K,Chrysler Voyager,,1.6359,,,13475,23071,5112.04,AnchorageChrysler Voyager
New York / New Jersey / Long Island,New York / New Jersey / Long Island$10K to $25K,Honda Fit,,1.6345,,,9713.51,16640,3687.07,New York / New Jersey / Long IslandHonda Fit
Honolulu,Honolulu$10K to $25K,Toyota Corolla,,1.6304,,,10925.46,18745,4153.49,HonoluluToyota Corolla
Los Angeles / Riverside / Orange County,Los Angeles / Riverside / Orange County$10K to $25K,Chevrolet Cruze,,1.6297,,,6491.08,11140,2468.38,Los Angeles / Riverside / Orange CountyChevrolet Cruze
Anchorage,Anchorage$25K to $40K,Honda Pilot,,1.6267,,,16785.49,28840,6390.33,AnchorageHonda Pilot
Los Angeles / Riverside / Orange County,Los Angeles / Riverside / Orange County$10K to $25K,Dodge Journey,,1.6244,,,9428.78,16214,3592.67,Los Angeles / Riverside / Orange CountyDodge Journey
National Average,National Average$10K to $25K,Nissan Versa Note,,1.6241,,,7107.45,12224,2708.58,National AverageNissan Versa Note
Honolulu,Honolulu$25K to $40K,Ford Mustang,,1.6223,,,14862.77,25579,5667.76,HonoluluFord Mustang
Denver / Boulder,Denver / Boulder$10K to $25K,Ford Focus,,1.6216,,,6498.53,11187,2478.8,Denver / BoulderFord Focus
Houston,Houston$10K to $25K,Chevrolet Cruze,,1.6215,,,6470.86,11140,2468.38,HoustonChevrolet Cruze
Houston,Houston$10K to $25K,Buick Encore Gx,,1.6197,,,12568.17,21652,4797.62,HoustonBuick Encore Gx
Phoenix,Phoenix$10K to $25K,Chevrolet Sonic,,1.6172,,,7014.66,12096,2680.21,PhoenixChevrolet Sonic
US: Other,US: Other$10K to $25K,Ford Ecosport,,1.6093,,,8747.15,15129,3352.26,US: OtherFord Ecosport
Denver / Boulder,Denver / Boulder$10K to $25K,Hyundai Elantra Gt,,1.6092,,,8537.58,14767,3272.05,Denver / BoulderHyundai Elantra Gt
Honolulu,Honolulu$25K to $40K,Chevrolet Traverse,,1.6086,,,16383.66,28345,6280.64,HonoluluChevrolet Traverse
Denver / Boulder,Denver / Boulder$25K to $40K,Buick Enclave,,1.6086,,,16254.17,28121,6231.01,Denver / BoulderBuick Enclave
Seattle / Tacoma,Seattle / Tacoma$10K to $25K,Chevrolet Sonic,,1.608,,,6989.94,12096,2680.21,Seattle / TacomaChevrolet Sonic
Anchorage,Anchorage$25K to $40K,Volkswagen Taos,,1.6066,,,14676.79,25411,5630.53,AnchorageVolkswagen Taos
Phoenix,Phoenix$10K to $25K,Chevrolet Trax,,1.6064,,,8658.14,14992,3321.91,PhoenixChevrolet Trax
US: Other,US: Other$10K to $25K,Chevrolet Sonic,,1.605,,,6981.88,12096,2680.21,US: OtherChevrolet Sonic
Honolulu,Honolulu$10K to $25K,Mitsubishi Eclipse Cross,,1.6044,,,11327.91,19630,4349.59,HonoluluMitsubishi Eclipse Cross
New York / New Jersey / Long Island,New York / New Jersey / Long Island$10K to $25K,Ford Fiesta,,1.6039,,,6628.28,11488,2545.49,New York / New Jersey / Long IslandFord Fiesta
Honolulu,Honolulu$10K to $25K,FIAT 500l,,1.5943,,,8493.41,14775,3273.82,HonoluluFIAT 500l
Phoenix,Phoenix$10K to $25K,Chevrolet Cruze,,1.5935,,,6401.76,11140,2468.38,PhoenixChevrolet Cruze
Atlanta,Atlanta$10K to $25K,Ford Focus,,1.5924,,,6426.16,11187,2478.8,AtlantaFord Focus
National Average,National Average$10K to $25K,Mitsubishi Mirage G4,,1.5911,,,7211.05,12560,2783.03,National AverageMitsubishi Mirage G4
National Average,National Average$10K to $25K,Subaru Forester,,1.5905,,,13797.47,24037,5326.08,National AverageSubaru Forester
Las Vegas,Las Vegas$10K to $25K,Hyundai Venue,,1.5888,,,10271.16,17906,3967.59,Las VegasHyundai Venue
San Francisco / Oakland / San Jose,San Francisco / Oakland / San Jose$10K to $25K,Kia Rio,,1.5881,,,9036.09,15757,3491.41,San Francisco / Oakland / San JoseKia Rio
Austin,Austin$10K to $25K,Toyota Yaris,,1.5864,,,8351.66,14573,3229.06,AustinToyota Yaris
US: Other,US: Other$10K to $25K,Toyota Yaris Ia,,1.5852,,,7405.95,12929,2864.79,US: OtherToyota Yaris Ia
Honolulu,Honolulu$25K to $40K,Jeep Grand Cherokee,,1.5837,,,16630.39,29049,6436.63,HonoluluJeep Grand Cherokee
National Average,National Average$25K to $40K,Volvo V90 Cross Country,,1.5827,,,18973.44,33155,7346.44,National AverageVolvo V90 Cross Country
Denver / Boulder,Denver / Boulder$10K to $25K,Lincoln Mkz,,1.5826,,,12657.71,22119,4901.1,Denver / BoulderLincoln Mkz
Boston / Worcester / Lawrence,Boston / Worcester / Lawrence$10K to $25K,Mitsubishi Mirage,,1.5788,,,6762.13,11834,2622.16,Boston / Worcester / LawrenceMitsubishi Mirage
Anchorage,Anchorage$25K to $40K,Toyota Rav4,,1.5769,,,14654.86,25666,5687.03,AnchorageToyota Rav4
Honolulu,Honolulu$25K to $40K,Audi Q7,,1.576,,,19405.04,33997,7533.01,HonoluluAudi Q7
US: Other,US: Other$10K to $25K,Mitsubishi Mirage,,1.5725,,,6745.59,11834,2622.16,US: OtherMitsubishi Mirage
Seattle / Tacoma,Seattle / Tacoma$10K to $25K,Ford Ecosport,,1.5689,,,8611.5,15129,3352.26,Seattle / TacomaFord Ecosport
Honolulu,Honolulu$10K to $25K,Mazda Cx-5,,1.5674,,,12278.95,21584,4782.55,HonoluluMazda Cx-5
Austin,Austin$10K to $25K,Ford Fusion,,1.5657,,,10153.5,17860,3957.39,AustinFord Fusion
New York / New Jersey / Long Island,New York / New Jersey / Long Island$10K to $25K,Chevrolet Trax,,1.5632,,,8514.74,14992,3321.91,New York / New Jersey / Long IslandChevrolet Trax
San Diego,San Diego$10K to $25K,Buick Encore,,1.5625,,,8219.97,14477,3207.79,San DiegoBuick Encore
Honolulu,Honolulu$10K to $25K,Kia Niro Plug-In Hybrid,,1.562,,,13902.39,24490,5426.46,HonoluluKia Niro Plug-In Hybrid
Orlando,Orlando$10K to $25K,Dodge Journey,,1.5603,,,9198.3,16214,3592.67,OrlandoDodge Journey
Honolulu,Honolulu$10K to $25K,Toyota Corolla Hatchback,,1.5571,,,12219.92,21567,4778.78,HonoluluToyota Corolla Hatchback
Honolulu,Honolulu$25K to $40K,BMW 4 Series,,1.5559,,,19293.04,34066,7548.29,HonoluluBMW 4 Series
Denver / Boulder,Denver / Boulder$10K to $25K,Nissan Versa,,1.5502,,,7592.97,13437,2977.35,Denver / BoulderNissan Versa
Dallas / Fort Worth,Dallas / Fort Worth$10K to $25K,Chevrolet Sonic,,1.5476,,,6828.07,12096,2680.21,Dallas / Fort WorthChevrolet Sonic
Seattle / Tacoma,Seattle / Tacoma$10K to $25K,Kia Optima,,1.5437,,,9443.65,16755,3712.55,Seattle / TacomaKia Optima
Tampa,Tampa$10K to $25K,Nissan Versa,,1.5359,,,7550.32,13437,2977.35,TampaNissan Versa
Denver / Boulder,Denver / Boulder$25K to $40K,Chevrolet Traverse,,1.5351,,,15921.77,28345,6280.64,Denver / BoulderChevrolet Traverse
Honolulu,Honolulu$10K to $25K,Ford Fusion Hybrid,,1.5319,,,10150.44,18093,4009.02,HonoluluFord Fusion Hybrid
US: Other,US: Other$10K to $25K,Nissan Versa Note,,1.5319,,,6857.76,12224,2708.58,US: OtherNissan Versa Note
Austin,Austin$10K to $25K,Chevrolet Equinox,,1.5261,,,11154.68,19929,4415.84,AustinChevrolet Equinox
Anchorage,Anchorage$25K to $40K,Ford Bronco Sport,,1.5255,,,16877.98,30161,6683.03,AnchorageFord Bronco Sport
New York / New Jersey / Long Island,New York / New Jersey / Long Island$10K to $25K,Mitsubishi Outlander Sport,,1.5255,,,9062.05,16194,3588.24,New York / New Jersey / Long IslandMitsubishi Outlander Sport
Los Angeles / Riverside / Orange County,Los Angeles / Riverside / Orange County$10K to $25K,FIAT 500,,1.524,,,7248.56,12961,2871.88,Los Angeles / Riverside / Orange CountyFIAT 500
Honolulu,Honolulu$25K to $40K,Ford Explorer,,1.5234,,,15460.31,27651,6126.87,HonoluluFord Explorer
Honolulu,Honolulu$25K to $40K,Ram 1500 Classic,,1.5199,,,16863.54,30202,6692.12,HonoluluRam 1500 Classic
US: Other,US: Other$10K to $25K,Chevrolet Spark,,1.5183,,,6678.12,11968,2651.85,US: OtherChevrolet Spark
Honolulu,Honolulu$10K to $25K,Cadillac Xt5,,1.5175,,,13758.81,24665,5465.23,HonoluluCadillac Xt5
Austin,Austin$10K to $25K,Chevrolet Trax,,1.5174,,,8362.66,14992,3321.91,AustinChevrolet Trax
Honolulu,Honolulu$25K to $40K,Kia K5,,1.517,,,14663.54,26292,5825.74,HonoluluKia K5
US: Other,US: Other$10K to $25K,Mitsubishi Mirage G4,,1.5167,,,7003.91,12560,2783.03,US: OtherMitsubishi Mirage G4
Anchorage,Anchorage$10K to $25K,Subaru Crosstrek,,1.5157,,,13131.02,23557,5219.73,AnchorageSubaru Crosstrek
Anchorage,Anchorage$40K to $100K,Chevrolet Suburban,,1.5106,,,26995.69,48528,10752.76,AnchorageChevrolet Suburban
Denver / Boulder,Denver / Boulder$10K to $25K,Jeep Compass,,1.51,,,11294.5,20308,4499.82,Denver / BoulderJeep Compass
Orlando,Orlando$10K to $25K,Audi A3,,1.5093,,,12211.17,21962,4866.31,OrlandoAudi A3
Orlando,Orlando$10K to $25K,FIAT 500x,,1.5088,,,9148.95,16458,3646.74,OrlandoFIAT 500x
Chicago,Chicago$10K to $25K,Chevrolet Sonic,,1.508,,,6721.94,12096,2680.21,ChicagoChevrolet Sonic
Honolulu,Honolulu$10K to $25K,Hyundai Santa Fe,,1.5076,,,12999.93,23397,5184.27,HonoluluHyundai Santa Fe
Honolulu,Honolulu$25K to $40K,Hyundai Santa Cruz,,1.5049,,,17910.6,32270,7150.34,HonoluluHyundai Santa Cruz
Miami / Fort Lauderdale,Miami / Fort Lauderdale$10K to $25K,FIAT 500c,,1.5028,,,7800.64,14066,3116.72,Miami / Fort LauderdaleFIAT 500c
Orlando,Orlando$10K to $25K,Kia Sedona,,1.5006,,,12290.56,22182,4915.06,OrlandoKia Sedona
Houston,Houston$10K to $25K,Ford Focus,,1.5005,,,6198.2,11187,2478.8,HoustonFord Focus
Denver / Boulder,Denver / Boulder$25K to $40K,Nissan Armada,,1.4976,,,16576.54,29953,6636.94,Denver / BoulderNissan Armada
Seattle / Tacoma,Seattle / Tacoma$10K to $25K,Hyundai Kona,,1.4971,,,10547.26,19062,4223.73,Seattle / TacomaHyundai Kona
Denver / Boulder,Denver / Boulder$10K to $25K,Nissan Sentra,,1.4963,,,8701.33,15731,3485.65,Denver / BoulderNissan Sentra
Anchorage,Anchorage$10K to $25K,Buick Encore Gx,,1.4952,,,11971.16,21652,4797.62,AnchorageBuick Encore Gx
US: Other,US: Other$10K to $25K,Hyundai Santa Fe Sport,,1.494,,,8625.39,15608,3458.4,US: OtherHyundai Santa Fe Sport
New York / New Jersey / Long Island,New York / New Jersey / Long Island$10K to $25K,Kia Rio,,1.4876,,,8685.38,15757,3491.41,New York / New Jersey / Long IslandKia Rio
Honolulu,Honolulu$25K to $40K,Jeep Wrangler Unlimited,,1.4865,,,19018.16,34518,7648.45,HonoluluJeep Wrangler Unlimited
Anchorage,Anchorage$25K to $40K,MINI Countryman,,1.4826,,,14008.66,25466,5642.72,AnchorageMINI Countryman
New York / New Jersey / Long Island,New York / New Jersey / Long Island$10K to $25K,Chevrolet Cruze,,1.4804,,,6122.58,11140,2468.38,New York / New Jersey / Long IslandChevrolet Cruze
Phoenix,Phoenix$10K to $25K,Ford Fiesta,,1.479,,,6310.4,11488,2545.49,PhoenixFord Fiesta
Las Vegas,Las Vegas$10K to $25K,Dodge Journey,,1.4789,,,8905.78,16214,3592.67,Las VegasDodge Journey
Los Angeles / Riverside / Orange County,Los Angeles / Riverside / Orange County$10K to $25K,Ford Focus,,1.4777,,,6141.64,11187,2478.8,Los Angeles / Riverside / Orange CountyFord Focus
Austin,Austin$25K to $40K,Jaguar F-Pace,,1.4768,,,16745.78,30513,6761.03,AustinJaguar F-Pace
Honolulu,Honolulu$25K to $40K,Volkswagen Atlas,,1.4768,,,14995.52,27324,6054.41,HonoluluVolkswagen Atlas
Phoenix,Phoenix$10K to $25K,Nissan Kicks,,1.4735,,,9664.81,17634,3907.32,PhoenixNissan Kicks
San Diego,San Diego$10K to $25K,Ford Focus,,1.4716,,,6126.68,11187,2478.8,San DiegoFord Focus
Honolulu,Honolulu$25K to $40K,MINI Convertible,,1.4712,,,14237.92,26002,5761.49,HonoluluMINI Convertible
Austin,Austin$10K to $25K,Dodge Journey,,1.4698,,,8873.08,16214,3592.67,AustinDodge Journey
Las Vegas,Las Vegas$10K to $25K,Nissan Versa,,1.4697,,,7353.23,13437,2977.35,Las VegasNissan Versa
Chicago,Chicago$10K to $25K,Chevrolet Cruze,,1.4688,,,6093.84,11140,2468.38,ChicagoChevrolet Cruze
Denver / Boulder,Denver / Boulder$10K to $25K,Hyundai Accent,,1.4666,,,8518.56,15586,3453.52,Denver / BoulderHyundai Accent
Denver / Boulder,Denver / Boulder$10K to $25K,Hyundai Santa Fe Sport,,1.4663,,,8529.59,15608,3458.4,Denver / BoulderHyundai Santa Fe Sport
US: Other,US: Other$10K to $25K,FIAT 500x,,1.4662,,,8993.65,16458,3646.74,US: OtherFIAT 500x
Tampa,Tampa$10K to $25K,Kia Rio,,1.4652,,,8606.89,15757,3491.41,TampaKia Rio
Anchorage,Anchorage$25K to $40K,Jeep Grand Cherokee,,1.4636,,,15857.09,29049,6436.63,AnchorageJeep Grand Cherokee
Seattle / Tacoma,Seattle / Tacoma$10K to $25K,Ford Escape,,1.4633,,,9470.36,17351,3844.61,Seattle / TacomaFord Escape
Tampa,Tampa$10K to $25K,Chevrolet Spark,,1.4616,,,6527.76,11968,2651.85,TampaChevrolet Spark
San Diego,San Diego$10K to $25K,Ford Fiesta,,1.4575,,,6255.66,11488,2545.49,San DiegoFord Fiesta
Anchorage,Anchorage$25K to $40K,Toyota Tacoma,,1.4573,,,16384.69,30092,6667.74,AnchorageToyota Tacoma
National Average,National Average$10K to $25K,Buick Encore,,1.4572,,,7882.19,14477,3207.79,National AverageBuick Encore
Phoenix,Phoenix$10K to $25K,Chrysler Voyager,,1.4554,,,12552.01,23071,5112.04,PhoenixChrysler Voyager
Phoenix,Phoenix$10K to $25K,Nissan Versa,,1.455,,,7309.41,13437,2977.35,PhoenixNissan Versa
Honolulu,Honolulu$10K to $25K,Ford Flex,,1.4521,,,12339.48,22711,5032.27,HonoluluFord Flex
Honolulu,Honolulu$25K to $40K,Toyota Highlander,,1.4495,,,16362.82,30148,6680.15,HonoluluToyota Highlander
Las Vegas,Las Vegas$10K to $25K,Hyundai Accent,,1.4484,,,8455.73,15586,3453.52,Las VegasHyundai Accent
New York / New Jersey / Long Island,New York / New Jersey / Long Island$10K to $25K,Jaguar Xe,,1.4465,,,12350.27,22783,5048.22,New York / New Jersey / Long IslandJaguar Xe
San Diego,San Diego$10K to $25K,Chrysler Voyager,,1.4463,,,12505.62,23071,5112.04,San DiegoChrysler Voyager
Denver / Boulder,Denver / Boulder$10K to $25K,Subaru Outback,,1.4452,,,12869.37,23753,5263.16,Denver / BoulderSubaru Outback
Las Vegas,Las Vegas$10K to $25K,Volkswagen Jetta,,1.4442,,,9050.26,16711,3702.8,Las VegasVolkswagen Jetta
National Average,National Average$10K to $25K,smart Fortwo Electric Drive,,1.443,,,7010.51,12951,2869.66,National Averagesmart Fortwo Electric Drive
Honolulu,Honolulu$25K to $40K,Honda Passport,,1.4411,,,17445.84,32254,7146.79,HonoluluHonda Passport
Dallas / Fort Worth,Dallas / Fort Worth$10K to $25K,Kia Sedona,,1.4406,,,11995.78,22182,4915.06,Dallas / Fort WorthKia Sedona
Los Angeles / Riverside / Orange County,Los Angeles / Riverside / Orange County$25K to $40K,BMW 3 Series Gran Turismo,,1.4403,,,14537.97,26886,5957.36,Los Angeles / Riverside / Orange CountyBMW 3 Series Gran Turismo
Washington DC / Baltimore,Washington DC / Baltimore$10K to $25K,Kia Rio,,1.4396,,,8517.67,15757,3491.41,Washington DC / BaltimoreKia Rio
National Average,National Average$10K to $25K,Nissan Versa,,1.4392,,,7262.48,13437,2977.35,National AverageNissan Versa
Orlando,Orlando$10K to $25K,Hyundai Accent,,1.436,,,8412.73,15586,3453.52,OrlandoHyundai Accent
Denver / Boulder,Denver / Boulder$25K to $40K,Volkswagen Taos,,1.4358,,,13715.05,25411,5630.53,Denver / BoulderVolkswagen Taos
Denver / Boulder,Denver / Boulder$10K to $25K,Chevrolet Cruze,,1.4356,,,6011.91,11140,2468.38,Denver / BoulderChevrolet Cruze
Chicago,Chicago$10K to $25K,Ford Fiesta,,1.4347,,,6197.49,11488,2545.49,ChicagoFord Fiesta
